"","countyID","countyName","year","yrsSince2009","Median","pop18_24","BA18_24Count","pop25plus","BA25plusCount","totPop18plus","BAtotPop18plus","BApctTotPop18plus"
"198","48213","Henderson County",2015,6,"102600",6750,223,55597,7822,62347,8045,12.9035879833833
"199","48213","Henderson County",2016,7,"106300",6571,474,55949,6339,62520,6813,10.8973128598848
"200","48215","Hidalgo County",2009,0,"87800",74657,3359.565,396316,46368.972,470973,49728.537,10.5586810708894
"201","48215","Hidalgo County",2010,1,"91400",83670,3848.82,426142,48154.046,509812,52002.866,10.2004005398068
"202","48215","Hidalgo County",2011,2,"94100",87632,3242.384,435512,49648.368,523144,52890.752,10.1101708133898
"203","48215","Hidalgo County",2012,3,"95600",88965,3736.53,442346,49100.406,531311,52836.936,9.94463431022509
"204","48215","Hidalgo County",2013,4,"96900",90320,4967.6,448031,53763.72,538351,58731.32,10.9094847042171
"205","48215","Hidalgo County",2014,5,"99100",92910,6503.7,459460,60648.72,552370,67152.42,12.1571446675236
"206","48215","Hidalgo County",2015,6,"101400",93031,4037,467992,56096,561023,60133,10.7184553930944
"207","48215","Hidalgo County",2016,7,"103800",93585,6302,473366,60601,566951,66903,11.8004906949631
"208","48231","Hunt County",2009,0,"98500",9243,767.169,52938,4923.234,62181,5690.403,9.15135330728036
"209","48231","Hunt County",2010,1,"102900",8055,314.145,56652,7194.804,64707,7508.949,11.6045389216004
"210","48231","Hunt County",2011,2,"105900",8627,828.192,56221,6015.647,64848,6843.839,10.5536624105601
"211","48231","Hunt County",2012,3,"106700",8465,279.345,57479,6437.648,65944,6716.993,10.1859047070241
"212","48231","Hunt County",2013,4,"107900",9206,1021.866,56910,6829.2,66116,7851.066,11.8746838889225
"213","48231","Hunt County",2014,5,"107900",8962,896.2,58308,5364.336,67270,6260.536,9.30657945592389
"214","48231","Hunt County",2015,6,"112000",9816,782,58806,7163,68622,7945,11.5779196176153
"215","48231","Hunt County",2016,7,"114300",9621,820,60159,7299,69780,8119,11.6351390083118
"216","48245","Jefferson County",2009,0,"98500",25239,1211.472,158075,18810.925,183314,20022.397,10.9224592775238
"217","48245","Jefferson County",2010,1,"104500",27907,1674.42,164285,19549.915,192192,21224.335,11.0432978479853
"218","48245","Jefferson County",2011,2,"109900",26176,994.688,165913,20407.299,192089,21401.987,11.1417035853172
"219","48245","Jefferson County",2012,3,"111600",27136,1709.568,164717,22401.512,191853,24111.08,12.5674761405868
